汉字	最终规范拆分	编码首根	编码末根
嫑	一 ＋ 亻 ＋ 点 ＋ 覀 ＋ 女	横	女
虣	一 ＋ 弋 ＋ 止 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 几	横	几
靤	面 ＋ 勹 ＋ 巳	雨	已
髱	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 勹 ＋ 巳	横	已
㲒	勹 ＋ 口 ＋ 毛	匚	毛
䤖	酉 ＋ 暴	西	暴
忁	彳 ＋ 日 ＋ 出 ＋ 大 ＋ 氺	彳	氵
緥	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 亻 ＋ 口 ＋ 木	纟	木
鳵	折 ＋ 十 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	折	火
㫧	日 ＋ 米	日	米
㿺	暴 ＋ 皮	暴	皮
曓	日 ＋ 出 ＋ 大 ＋ 木 ＋ 一	日	横
闁	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 见二 ＋ 二 ＋ 冂 ＋ 二	匚	二
怉	忄 ＋ 勹 ＋ 巳	忄	已
砲	石 ＋ 勹 ＋ 巳	石	已
賲	亻 ＋ 口 ＋ 木 ＋ 目 ＋ 八	亻	八
儤	亻 ＋ 暴	亻	暴
䳰	亻 ＋ 口 ＋ 木 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	亻	火
佨	亻 ＋ 勹 ＋ 巳	亻	已
靌	雨头 ＋ 宀 ＋ 王 ＋ ⺈ ＋ 小 ＋ 目 ＋ 八	雨	八
䨌	雨头 ＋ 一 ＋ 兀	雨	儿
䨔	雨头 ＋ 尚字头 ＋ 兀	雨	儿
䎂	习 ＋ 习 ＋ 勹 ＋ 巳	习	已
鮑	鱼省 ＋ 灬 ＋ 勹 ＋ 巳	鱼	已
铇	钅 ＋ 勹 ＋ 巳	钅	已
勽	勹 ＋ 人	匚	人
勹	勹	匚	匚
䳈	丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 勹 ＋ 巳	撇	已
駂	匕 ＋ 十 ＋ 一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬	匕	火
鴇	匕 ＋ 十 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	匕	火
㙸	土 ＋ 亻 ＋ 业 ＋ 养字头	土	美字头
報	土 ＋ 南字心 ＋ 卩 ＋ 又	土	又
珤	王 ＋ 缶	王	击
㻄	王 ＋ 丿 ＋ 定字底	王	定字底
㙅	土 ＋ 口 ＋ 木	土	木
堢	土 ＋ 亻 ＋ 口 ＋ 木	土	木
唄	口 ＋ 目 ＋ 八	口	八
㗑	口 ＋ 龵 ＋ 一 ＋ 丰	口	丰
粨	米 ＋ 一 ＋ 白	米	白
粺	米 ＋ 白 ＋ 丿 ＋ 十	米	十
䙓	衤 ＋ 罒 ＋ 土 ＋ 厶	礻	厶
襬	衤 ＋ 罒 ＋ 厶 ＋ 青字底 ＋ 匕 ＋ 匕	礻	匕
䒔	艹 ＋ 八	艹	八
薭	艹 ＋ 禾 ＋ 白 ＋ 丿 ＋ 十	艹	十
猈	犭 ＋ 白 ＋ 丿 ＋ 十	犭	十
㿟	白 ＋ 白	白	白
竡	立 ＋ 一 ＋ 白	立	白
䳆	白 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	白	火
敗	目 ＋ 八 ＋ 攵	日	又
贁	目 ＋ 八 ＋ 目 ＋ 八 ＋ 攵	日	又
䢙	目 ＋ 八 ＋ 辶	日	辶
庍	广 ＋ 斤	广	斤
㠔	山 ＋ 尸 ＋ 口 ＋ 辛	山	辛
䪹	一 ＋ 亻 ＋ 点 ＋ 一 ＋ 一 ＋ 自 ＋ 八	横	八
㧳	扌 ＋ 八 ＋ 刀 ＋ 手	扌	扌
㓦	一 ＋ 白 ＋ 刂	横	刀
瓸	瓦 ＋ 一 ＋ 白	瓦	白
拝	扌 ＋ 一 ＋ 丰	扌	丰
挀	扌 ＋ 反字框 ＋ 旅下角	扌	氏
擺	扌 ＋ 罒 ＋ 厶 ＋ 青字底 ＋ 匕 ＋ 匕	扌	匕
㔥	罒 ＋ 厶 ＋ 青字底 ＋ 匕 ＋ 匕 ＋ 力	皿	力
絔	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 白	纟	白
韛	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 降下角 ＋ 龷 ＋ 丿 ＋ 冂 ＋ 举字底	折	扌
䠋	足旁 ＋ 白 ＋ 丿 ＋ 十	足	十
栢	木 ＋ 一 ＋ 白	木	白
喯	口 ＋ 大 ＋ 十 ＋ 廾	口	艹
炃	八 ＋ 刀 ＋ 火	八	火
燌	火 ＋ 十 ＋ 艹 ＋ 目 ＋ 八	火	八
泍	氵 ＋ 木 ＋ 一	氵	横
渀	氵 ＋ 大 ＋ 十 ＋ 廾	氵	艹
獖	犭 ＋ 十 ＋ 艹 ＋ 目 ＋ 八	犭	八
蟦	虫 ＋ 十 ＋ 艹 ＋ 目 ＋ 八	虫	八
鐼	全字头 ＋ 金字底 ＋ 十 ＋ 艹 ＋ 目 ＋ 八	人	八
䬱	全字头 ＋ 丶 ＋ 即字旁 ＋ 木 ＋ 一	人	横
錛	全字头 ＋ 金字底 ＋ 大 ＋ 十 ＋ 廾	人	艹
奙	厶 ＋ 大 ＋ 电	厶	田
㡷	广 ＋ 木 ＋ 一	广	横
軬	厶 ＋ 大 ＋ 一 ＋ 日 ＋ 十	厶	十
㨧	扌 ＋ 厶 ＋ 大 ＋ 田	扌	田
輽	一 ＋ 日 ＋ 十 ＋ 厶 ＋ 大 ＋ 田	横	田
捹	扌 ＋ 大 ＋ 十 ＋ 廾	扌	艹
撪	扌 ＋ 厶 ＋ 大 ＋ 一 ＋ 日 ＋ 十	扌	十
㤓	忄 ＋ 木 ＋ 一	忄	横
夲	大 ＋ 十	大	十
逩	大 ＋ 十 ＋ 廾 ＋ 辶	大	辶
賁	十 ＋ 艹 ＋ 目 ＋ 八	十	八
㮺	木 ＋ 一 ＋ 口 ＋ 口 ＋ 口	木	口
楍	木 ＋ 口 ＋ 口 ＋ 口	木	口
㮥	木 ＋ 厶 ＋ 大 ＋ 田	木	田
桳	木 ＋ 厶 ＋ 大 ＋ 十	木	十
翉	木 ＋ 一 ＋ 习 ＋ 习	木	习
嗙	口 ＋ 帝字头 ＋ 方	口	方
䑫	舟 ＋ 丷 ＋ 一 ＋ 廾	舟	艹
熢	火 ＋ 夂 ＋ 丰 ＋ 辶	火	辶
㷯	火 ＋ 土 ＋ 春字头 ＋ 举字底	火	扌
䙀	衤 ＋ 月 ＋ 月	礻	月
漨	氵 ＋ 夂 ＋ 丰 ＋ 辶	氵	辶
菶	艹 ＋ 春字头 ＋ 举字底	艹	扌
䭰	禾 ＋ 日 ＋ 春字头 ＋ 举字底	禾	扌
痭	疒 ＋ 月 ＋ 月	广	月
鞛	革 ＋ 立 ＋ 口	廿	口
錋	全字头 ＋ 金字底 ＋ 月 ＋ 月	人	月
鏰	全字头 ＋ 金字底 ＋ 山 ＋ 月 ＋ 月	人	月
䩬	革 ＋ 春字头 ＋ 举字底	廿	扌
嵭	山 ＋ 帝字头 ＋ 方	山	方
揼	扌 ＋ 石 ＋ 水	扌	氵
㼞	一 ＋ 丷 ＋ 十 ＋ 瓦	横	瓦
㧍	扌 ＋ 方	扌	方
㔙	丷 ＋ 一 ＋ 廾 ＋ 力	八	力
絣	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丷 ＋ 一 ＋ 廾	纟	艹
䋽	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 土 ＋ 土 ＋ 寸	纟	寸
綳	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 月 ＋ 月	纟	月
繃	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 山 ＋ 月 ＋ 月	纟	月
閍	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 方	匚	方
㱶	歹 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 彡	夕	彡
㑟	亻 ＋ 撇 ＋ 卢字头 ＋ 丨 ＋ 一 ＋ 八	亻	八
伻	亻 ＋ 一 ＋ 丷 ＋ 十	亻	十
傰	亻 ＋ 山 ＋ 月 ＋ 月	亻	月
奟	大 ＋ 月 ＋ 月	大	月
䨻	雨头 ＋ 田 ＋ 雨头 ＋ 田 ＋ 雨头 ＋ 田 ＋ 雨头 ＋ 田	雨	田
跰	足旁 ＋ 丷 ＋ 一 ＋ 廾	足	艹
䨜	雨头 ＋ 月 ＋ 月	雨	月
逬	丿 ＋ 一 ＋ 左字框 ＋ 丿 ＋ 干 ＋ 辶	撇	辶
䳞	春字头 ＋ 举字底 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	美字头	火
琣	王 ＋ 立 ＋ 口	王	口
埄	土 ＋ 夂 ＋ 丰	土	丰
塴	土 ＋ 山 ＋ 月 ＋ 月	土	月
埲	土 ＋ 春字头 ＋ 举字底	土	扌
髈	骨 ＋ 帝字头 ＋ 方	骨	方
嫎	女 ＋ 帝字头 ＋ 方	女	方
謗	言 ＋ 帝字头 ＋ 方	讠	方
艕	舟 ＋ 帝字头 ＋ 方	舟	方
稖	禾 ＋ 立 ＋ 口	禾	口
䖫	虫 ＋ 八 ＋ 干	虫	干
蛖	虫 ＋ 左字框 ＋ 折 ＋ 彡 ＋ 丶	虫	点
蜯	虫 ＋ 春字头 ＋ 举字底	虫	扌
㿶	帝字头 ＋ 方 ＋ 皮	宀	皮
䩷	革 ＋ 帝字头 ＋ 方	廿	方
鎊	全字头 ＋ 金字底 ＋ 帝字头 ＋ 方	人	方
䧛	阝 ＋ 帝字头 ＋ 方	卩	方
捠	扌 ＋ 撇 ＋ 卢字头 ＋ 丨 ＋ 一 ＋ 八	扌	八
騯	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 帝字头 ＋ 方	横	方
綁	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 三 ＋ 丿 ＋ 阝	纟	卩
並	丷 ＋ 亚	八	业
徬	彳 ＋ 帝字头 ＋ 方	彳	方
紡	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 方	纟	方
縍	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 帝字头 ＋ 方	纟	方
䎧	耒 ＋ 立 ＋ 口	耒	口
䂜	石 ＋ 丰	石	丰
硥	石 ＋ 左字框 ＋ 折 ＋ 彡 ＋ 丶	石	点
牓	片 ＋ 帝字头 ＋ 方	片	方
䰷	鱼省 ＋ 灬 ＋ 丰	鱼	丰
㭋	木 ＋ 丰	木	丰
㮄	木 ＋ 亠 ＋ 勹 ＋ 方	木	方
幚	三 ＋ 丿 ＋ 阝 ＋ 白 ＋ 巾	三	巾
邫	三 ＋ 丿 ＋ 口 ＋ 巴	三	已
㙃	土 ＋ 撇 ＋ 卢字头 ＋ 丨 ＋ 一 ＋ 八	土	八
幇	土 ＋ 土 ＋ 寸 ＋ 巾	土	巾
幫	土 ＋ 土 ＋ 寸 ＋ 白 ＋ 巾	土	巾
㨍	土 ＋ 土 ＋ 寸 ＋ 手	土	扌
垹	土 ＋ 三 ＋ 丿 ＋ 阝	土	卩
鞤	土 ＋ 土 ＋ 寸 ＋ 革	土	廿
啚	口 ＋ 十 ＋ 囗 ＋ 口	口	口
䯗	骨 ＋ 比字旁 ＋ 匕 ＋ 土	骨	土
嗶	口 ＋ 日 ＋ 龷 ＋ 十	口	十
魓	鬼 ＋ 日 ＋ 龷 ＋ 十	鬼	十
娝	女 ＋ 一 ＋ 亻 ＋ 点 ＋ 口	女	口
妼	女 ＋ 必	女	忄
詖	言 ＋ 皮	讠	皮
㚰	女 ＋ 一 ＋ 亻 ＋ 点 ＋ 一	女	横
嬶	女 ＋ 自 ＋ 田 ＋ 丌	女	儿
㠲	巾 ＋ 匕	巾	匕
㡙	巾 ＋ 囟 ＋ 比字旁 ＋ 匕	巾	匕
䊧	米 ＋ 弗 ＋ 目 ＋ 八	米	八
煏	火 ＋ 一 ＋ 口 ＋ 田	火	田
粃	米 ＋ 比字旁 ＋ 匕	米	匕
熚	火 ＋ 日 ＋ 龷 ＋ 十	火	十
袐	衤 ＋ 必	礻	忄
襣	衤 ＋ 自 ＋ 田 ＋ 丌	礻	儿
筆	竹头 ＋ 聿	竹	争字底
箄	竹头 ＋ 白 ＋ 丿 ＋ 十	竹	十
笓	竹头 ＋ 比字旁 ＋ 匕	竹	匕
箆	竹头 ＋ 见二 ＋ 人 ＋ 比字旁 ＋ 匕	竹	匕
篳	竹头 ＋ 日 ＋ 龷 ＋ 十	竹	十
襅	衤 ＋ 日 ＋ 龷 ＋ 十	礻	十
㵒	氵 ＋ 弗 ＋ 目 ＋ 八	氵	八
湢	氵 ＋ 一 ＋ 口 ＋ 田	氵	田
潷	氵 ＋ 竹头 ＋ 聿	氵	争字底
㵥	氵 ＋ 宀 ＋ 必 ＋ 皿	氵	皿
滭	氵 ＋ 日 ＋ 龷 ＋ 十	氵	十
䕗	艹 ＋ 自 ＋ 田 ＋ 丌	艹	儿
蘗	艹 ＋ 尸 ＋ 口 ＋ 辛 ＋ 木	艹	木
萞	艹 ＋ 见二 ＋ 人 ＋ 比字旁 ＋ 匕	艹	匕
蓽	艹 ＋ 日 ＋ 龷 ＋ 十	艹	十
獙	犭 ＋ 㡀 ＋ 攵	犭	又
幤	尚字头 ＋ 冖 ＋ 口 ＋ 攵 ＋ 巾	小	巾
䵗	禾 ＋ 全字头 ＋ 氺 ＋ 一 ＋ 口 ＋ 田	禾	田
稫	禾 ＋ 一 ＋ 口 ＋ 田	禾	田
䄶	禾 ＋ 弗	禾	弗
痺	疒 ＋ 白 ＋ 丿 ＋ 十	广	十
疕	疒 ＋ 匕	广	匕
疪	疒 ＋ 比字旁 ＋ 匕	广	匕
䖩	虫 ＋ 必	虫	忄
螕	虫 ＋ 囟 ＋ 比字旁 ＋ 匕	虫	匕
蜌	虫 ＋ 比字旁 ＋ 匕 ＋ 土	虫	土
䩛	革 ＋ 必	廿	忄
屄	尸 ＋ 宀 ＋ 八	尸	八
鉍	全字头 ＋ 金字底 ＋ 必	人	忄
飶	全字头 ＋ 丶 ＋ 即字旁 ＋ 必	人	忄
繴	尸 ＋ 口 ＋ 辛 ＋ 糸	尸	纟
鼊	尸 ＋ 口 ＋ 辛 ＋ 见二 ＋ 一 ＋ 一 ＋ 丨 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 彐	尸	争字底
㪏	白 ＋ 丿 ＋ 十 ＋ 卢字头 ＋ 又	白	又
鐴	全字头 ＋ 金字底 ＋ 尸 ＋ 口 ＋ 辛	人	辛
躄	尸 ＋ 口 ＋ 辛 ＋ 足	尸	足
錍	全字头 ＋ 金字底 ＋ 白 ＋ 丿 ＋ 十	人	十
鞞	革 ＋ 白 ＋ 丿 ＋ 十	廿	十
鵖	即字旁 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	艮	火
鸊	尸 ＋ 口 ＋ 辛 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	尸	火
皀	白 ＋ 匕	白	匕
鈚	全字头 ＋ 金字底 ＋ 比字旁 ＋ 匕	人	匕
鎞	全字头 ＋ 金字底 ＋ 囟 ＋ 比字旁 ＋ 匕	人	匕
鏎	全字头 ＋ 金字底 ＋ 日 ＋ 龷 ＋ 十	人	十
鞸	革 ＋ 日 ＋ 龷 ＋ 十	廿	十
饆	全字头 ＋ 丶 ＋ 即字旁 ＋ 日 ＋ 龷 ＋ 十	人	十
䀣	目 ＋ 必	日	忄
䫁	自 ＋ 一 ＋ 自 ＋ 八	白	八
䫾	风省 ＋ 撇 ＋ 虫 ＋ 必	几	忄
贔	目 ＋ 八 ＋ 目 ＋ 八 ＋ 目 ＋ 八	日	八
䧗	阝 ＋ 卧人 ＋ 日 ＋ 夂	卩	又
貱	目 ＋ 八 ＋ 皮	日	皮
䁹	目 ＋ 尸 ＋ 口 ＋ 辛	日	辛
睤	目 ＋ 田 ＋ 丌	日	儿
䬛	风省 ＋ 撇 ＋ 虫 ＋ 日 ＋ 龷 ＋ 十	几	十
廦	广 ＋ 尸 ＋ 口 ＋ 辛	广	辛
崥	山 ＋ 白 ＋ 丿 ＋ 十	山	十
㧙	扌 ＋ 必	扌	忄
䎵	耳 ＋ 必	耳	忄
駜	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 必	横	忄
䮠	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 一 ＋ 口 ＋ 田	横	田
畐	一 ＋ 口 ＋ 田	横	田
粊	比字旁 ＋ 匕 ＋ 米	匕	米
䮡	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 卧人 ＋ 日 ＋ 夂	横	又
㿫	比字旁 ＋ 匕 ＋ 皮	匕	皮
䘡	比字旁 ＋ 匕 ＋ 衣	匕	衣
髲	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 皮	横	皮
聛	耳 ＋ 白 ＋ 丿 ＋ 十	耳	十
豍	一 ＋ 口 ＋ 丷 ＋ 一 ＋ 白 ＋ 丿 ＋ 十	横	十
枈	比字旁 ＋ 匕 ＋ 木	匕	木
鶝	一 ＋ 口 ＋ 田 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	横	火
驆	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 日 ＋ 龷 ＋ 十	横	十
㡀	㡀	八	八
䪐	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 降下角 ＋ 必	折	忄
幣	㡀 ＋ 攵 ＋ 巾	八	巾
費	弗 ＋ 目 ＋ 八	弗	八
䌘	㡀 ＋ 攵 ＋ 糸	八	纟
獘	㡀 ＋ 攵 ＋ 犬	八	大
㢶	弓 ＋ 一 ＋ 白	折	白
㢸	弓 ＋ 弓 ＋ 攵	折	又
㢰	弓 ＋ 皮	折	皮
紴	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 皮	纟	皮
鄪	弗 ＋ 目 ＋ 八 ＋ 阝	弗	卩
䋔	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 亻 ＋ 点 ＋ 一	纟	横
䌟	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 尸 ＋ 口 ＋ 辛	纟	辛
弻	弓 ＋ 一 ＋ 囗 ＋ 人 ＋ 弓	折	折
斃	㡀 ＋ 攵 ＋ 歹 ＋ 匕	八	匕
奰	罒 ＋ 罒 ＋ 罒 ＋ 大	皿	大
綼	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 白 ＋ 丿 ＋ 十	纟	十
貏	豸 ＋ 白 ＋ 丿 ＋ 十	豕	十
鄨	㡀 ＋ 攵 ＋ 口 ＋ 巴	八	已
鷩	㡀 ＋ 攵 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	八	火
䨆	㡀 ＋ 攵 ＋ 隹	八	隹
䣥	酉 ＋ 匕	西	匕
紕	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 比字旁 ＋ 匕	纟	匕
毴	毛 ＋ 非	毛	片
彃	弓 ＋ 日 ＋ 龷 ＋ 十	折	十
縪	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 日 ＋ 龷 ＋ 十	纟	十
罼	罒 ＋ 日 ＋ 龷 ＋ 十	皿	十
韠	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 降下角 ＋ 日 ＋ 龷 ＋ 十	折	十
閟	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 必	匚	忄
閈	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 干	匚	干
㪤	日 ＋ 龷 ＋ 十 ＋ 攵	日	又
畁	由 ＋ 丌	田	儿
閇	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 横 ＋ 卜	匚	卜
鷝	日 ＋ 龷 ＋ 十 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	日	火
閉	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 才	匚	寸
畢	日 ＋ 龷 ＋ 十	日	十
怭	忄 ＋ 必	忄	忄
愊	忄 ＋ 一 ＋ 口 ＋ 田	忄	田
怶	忄 ＋ 皮	忄	皮
㱸	歹 ＋ 尸 ＋ 口 ＋ 辛	夕	辛
悂	忄 ＋ 比字旁 ＋ 匕 ＋ 土	忄	土
偪	亻 ＋ 一 ＋ 口 ＋ 田	亻	田
佊	亻 ＋ 皮	亻	皮
夶	大 ＋ 大	大	大
㓖	冫 ＋ 日 ＋ 龷 ＋ 十	氵	十
䟤	足旁 ＋ 必	足	忄
踾	足旁 ＋ 一 ＋ 口 ＋ 田	足	田
䵄	十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 夂 ＋ 由 ＋ 丨 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	十	横
躃	足旁 ＋ 尸 ＋ 口 ＋ 辛	足	辛
㳼	戈 ＋ 口 ＋ 一 ＋ 水	戈	氵
禆	礻 ＋ 白 ＋ 丿 ＋ 十	礻	十
鴓	必 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	忄	火
䃾	礻 ＋ 比字旁 ＋ 匕	礻	匕
蹕	足旁 ＋ 日 ＋ 龷 ＋ 十	足	十
鮅	鱼省 ＋ 灬 ＋ 必	鱼	忄
鰏	鱼省 ＋ 灬 ＋ 一 ＋ 口 ＋ 田	鱼	田
翍	习 ＋ 习 ＋ 皮	习	皮
鮩	鱼省 ＋ 灬 ＋ 丷 ＋ 一 ＋ 廾	鱼	艹
䚜	角 ＋ 白 ＋ 丿 ＋ 十	角	十
魮	鱼省 ＋ 灬 ＋ 比字旁 ＋ 匕	鱼	匕
㘠	囗 ＋ 必	囗	忄
柲	木 ＋ 必	木	忄
楅	木 ＋ 一 ＋ 口 ＋ 田	木	田
柀	木 ＋ 皮	木	皮
榌	木 ＋ 飞 ＋ 撇 ＋ 丿 ＋ 飞 ＋ 丨	木	竖
㯅	木 ＋ 广 ＋ 白 ＋ 丿 ＋ 十	木	十
朼	木 ＋ 匕	木	匕
㮿	木 ＋ 日 ＋ 龷 ＋ 十	木	十
㯇	木 ＋ 非 ＋ 土	木	土
梐	木 ＋ 比字旁 ＋ 匕 ＋ 土	木	土
䉾	北字旁 ＋ 匕 ＋ 米	片	米
旇	方 ＋ 卧人 ＋ 皮	方	皮
䏟	月 ＋ 必	月	忄
腷	月 ＋ 一 ＋ 口 ＋ 田	月	田
䏢	月 ＋ 皮	月	皮
胇	月 ＋ 弗	月	弗
肶	月 ＋ 比字旁 ＋ 匕	月	匕
䏶	月 ＋ 比字旁 ＋ 匕 ＋ 土	月	土
堛	土 ＋ 一 ＋ 口 ＋ 田	土	田
㻶	王 ＋ 竹头 ＋ 聿	王	争字底
㘩	土 ＋ 比字旁 ＋ 匕	土	匕
㙄	土 ＋ 比字旁 ＋ 匕 ＋ 土	土	土
㻫	王 ＋ 日 ＋ 龷 ＋ 十	王	十
䟆	走 ＋ 日 ＋ 龷 ＋ 十	足	十
頒	八 ＋ 刀 ＋ 一 ＋ 自 ＋ 八	八	八
䛀	言 ＋ 反字框 ＋ 又	讠	又
鳻	八 ＋ 刀 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	八	火
姅	女 ＋ 丷 ＋ 举字底	女	扌
搫	舟 ＋ 殳 ＋ 手	舟	扌
螌	舟 ＋ 殳 ＋ 虫	舟	虫
粄	米 ＋ 反字框 ＋ 又	米	又
舨	舟 ＋ 反字框 ＋ 又	舟	又
褩	舟 ＋ 殳 ＋ 衣	舟	衣
䉽	米 ＋ 丷 ＋ 举字底	米	扌
䈲	竹头 ＋ 舟 ＋ 殳	竹	殳
籓	竹头 ＋ 氵 ＋ 釆 ＋ 田	竹	田
㚘	夫 ＋ 夫	大	大
埿	氵 ＋ 尸 ＋ 匕 ＋ 土	氵	土
秚	禾 ＋ 丷 ＋ 举字底	禾	扌
蝂	虫 ＋ 片 ＋ 反字框 ＋ 又	虫	又
螁	虫 ＋ 艮 ＋ 辶	虫	辶
斒	文 ＋ 户 ＋ 冂 ＋ 艹	文	艹
鈑	全字头 ＋ 金字底 ＋ 反字框 ＋ 又	人	又
䬳	全字头 ＋ 丶 ＋ 即字旁 ＋ 丷 ＋ 举字底	人	扌
鉡	全字头 ＋ 金字底 ＋ 丷 ＋ 举字底	人	扌
㢖	广 ＋ 釆 ＋ 田	广	田
岅	山 ＋ 反字框 ＋ 又	山	又
䰉	一 ＋ 卢字头 ＋ 二 ＋ 厶 ＋ 彡 ＋ 舟 ＋ 殳	横	殳
瓪	瓦 ＋ 反字框 ＋ 又	瓦	又
辦	立 ＋ 左字框 ＋ 力 ＋ 辛	立	辛
辬	立 ＋ 左字框 ＋ 文 ＋ 辛	立	辛
辯	立 ＋ 左字框 ＋ 言 ＋ 辛	立	辛
㪵	丷 ＋ 举字底 ＋ 冬字底 ＋ 十	八	十
覂	覀 ＋ 撇 ＋ 之	西	之
絆	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 丷 ＋ 举字底	纟	扌
闆	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 口 ＋ 口 ＋ 口	匚	口
䃑	石 ＋ 舟 ＋ 殳	石	殳
怑	忄 ＋ 丷 ＋ 举字底	忄	扌
跘	足旁 ＋ 丷 ＋ 举字底	足	扌
魬	鱼省 ＋ 灬 ＋ 反字框 ＋ 又	鱼	又
朌	月 ＋ 八 ＋ 刀	月	刀
坢	土 ＋ 丷 ＋ 举字底	土	扌
誁	言 ＋ 丷 ＋ 一 ＋ 廾	讠	艹
苪	艹 ＋ 一 ＋ 冂 ＋ 人	艹	人
䔊	艹 ＋ 王 ＋ 丷 ＋ 一 ＋ 廾	艹	艹
寎	宀 ＋ 爿 ＋ 一 ＋ 冂 ＋ 人	宀	人
癛	疒 ＋ 亠 ＋ 囗 ＋ 口 ＋ 禾	广	禾
窉	宀 ＋ 八 ＋ 一 ＋ 冂 ＋ 人	宀	人
䗒	虫 ＋ 丷 ＋ 亚	虫	业
鋲	全字头 ＋ 金字底 ＋ 撇 ＋ 卢字头 ＋ 丨 ＋ 一 ＋ 八	人	八
餠	全字头 ＋ 丶 ＋ 即字旁 ＋ 丿 ＋ 一 ＋ 左字框 ＋ 丿 ＋ 干	人	干
仌	人 ＋ 人	人	人
稟	亠 ＋ 囗 ＋ 口 ＋ 禾	亠	禾
竝	立 ＋ 立	立	立
鈵	全字头 ＋ 金字底 ＋ 一 ＋ 冂 ＋ 人	人	人
鞆	革 ＋ 一 ＋ 冂 ＋ 人	廿	人
仒	全字头 ＋ 冬字底	人	点
鉼	全字头 ＋ 金字底 ＋ 丷 ＋ 一 ＋ 廾	人	艹
餅	全字头 ＋ 丶 ＋ 即字旁 ＋ 丷 ＋ 一 ＋ 廾	人	艹
眪	目 ＋ 一 ＋ 冂 ＋ 人	日	人
陃	阝 ＋ 一 ＋ 冂 ＋ 人	卩	人
庰	广 ＋ 丷 ＋ 一 ＋ 廾	广	艹
㨀	扌 ＋ 秉	扌	秉
抦	扌 ＋ 一 ＋ 冂 ＋ 人	扌	人
掤	扌 ＋ 月 ＋ 月	扌	月
綆	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 一 ＋ 日 ＋ 㐅	纟	交
昞	日 ＋ 一 ＋ 冂 ＋ 人	日	人
怲	忄 ＋ 一 ＋ 冂 ＋ 人	忄	人
