汉字	原始总频	已分配频率	待分配频率
靴	685	685	0
靶	246	246	0
靸	0	0	0
靺	0	0	0
靼	25	25	0
靽	0	0	0
靿	0	0	0
鞁	0	0	0
鞅	0	0	0
鞋	4954	4939	15
鞍	96	96	0
鞑	51	51	0
鞒	0	0	0
鞔	0	0	0
鞘	40	5	35
鞠	195	195	0
鞡	0	0	0
鞣	1	1	0
鞧	0	0	0
鞨	0	0	0
鞫	0	0	0
鞬	0	0	0
鞭	312	312	0
鞮	0	0	0
鞯	0	0	0
鞲	0	0	0
鞳	0	0	0
鞴	0	0	0
韂	0	0	0
韦	1659	1308	351
韧	169	168	1
韨	0	0	0
韩	1611	1491	120
韪	1	1	0
韫	0	0	0
韬	2	1	1
韭	8	8	0
音	18229	17725	504
韵	390	389	1
韶	6	5	1
页	1443	1434	9
顶	5080	5078	2
顷	30	30	0
顸	0	0	0
项	5537	5537	0
顺	6884	6860	24
须	19946	19944	2
顼	2	2	0
顽	518	516	2
顾	8298	8290	8
顿	9106	6503	2603
颀	1	1	0
颁	515	511	4
颂	253	251	2
颃	0	0	0
预	7358	7339	19
颅	285	285	0
领	8170	8139	31
颇	297	297	0
颈	574	129	445
颉	1	0	1
颊	193	193	0
颋	0	0	0
颌	42	42	0
颍	0	0	0
颎	0	0	0
颏	2	2	0
颐	49	49	0
频	2361	2361	0
颓	71	71	0
颔	3	3	0
颖	188	188	0
颗	2528	2525	3
题	37526	37512	14
颙	0	0	0
颚	106	106	0
颛	0	0	0
颜	2118	2116	2
额	2059	2058	1
颞	52	52	0
颟	0	0	0
颠	664	664	0
颡	0	0	0
颢	0	0	0
颤	464	459	5
颥	0	0	0
颦	6	6	0
颧	52	52	0
风	13301	13251	50
飏	0	0	0
飐	0	0	0
飑	0	0	0
飒	6	6	0
飓	267	267	0
飔	0	0	0
飕	20	20	0
飗	0	0	0
飘	755	755	0
飙	306	305	1
飞	15717	15544	173
食	7168	7062	106
飧	0	0	0
飨	7	7	0
餍	1	1	0
餐	10547	10510	37
餮	1	1	0
饔	0	0	0
饕	9	9	0
饥	612	612	0
饧	0	0	0
饨	23	23	0
饩	0	0	0
饪	232	232	0
饫	0	0	0
饬	2	2	0
饭	10037	10030	7
饮	1811	1805	6
饯	30	30	0
饰	1873	1871	2
饱	744	744	0
饲	118	117	1
饳	0	0	0
饴	7	7	0
饵	407	389	18
饶	690	690	0
饷	12	12	0
饸	0	0	0
饹	0	0	0
饺	90	87	3
饻	0	0	0
饼	4137	4135	2
饽	4	4	0
饿	3336	3336	0
馁	57	56	1
馃	0	0	0
馄	23	23	0
馅	800	797	3
馆	7030	6984	46
馇	0	0	0
馈	267	267	0
馉	0	0	0
馊	95	95	0
馋	38	38	0
馌	0	0	0
馍	16	16	0
馏	33	33	0
馐	4	4	0
馑	0	0	0
馒	27	27	0
馓	0	0	0
馔	0	0	0
馕	0	0	0
首	12927	12925	2
馗	0	0	0
馘	0	0	0
香	5724	5681	43
馝	0	0	0
馞	0	0	0
馥	10	10	0
馧	0	0	0
馨	274	272	2
马	34893	32893	2000
驭	127	127	0
驮	12	0	12
驯	323	323	0
驰	331	331	0
驱	1081	1081	0
驲	0	0	0
驳	457	457	0
驴	483	483	0
驵	0	0	0
驶	1795	1795	0
驷	9	9	0
驸	1	1	0
驹	95	95	0
驺	0	0	0
驻	441	441	0
驼	420	419	1
驽	4	4	0
驾	3037	3008	29
驿	16	16	0
骀	0	0	0
骁	11	11	0
骂	977	973	4
骃	0	0	0
骄	2173	2173	0
骅	0	0	0
骆	245	245	0
骇	145	145	0
骈	0	0	0
骉	0	0	0
骊	1	1	0
骋	30	30	0
验	8643	8635	8
骍	4	0	4
骎	0	0	0
骏	63	40	23
骐	8	7	1
骑	3392	3384	8
骒	0	0	0
骓	1	1	0
骕	0	0	0
骖	0	0	0
骗	7521	7521	0
骘	0	0	0
骙	0	0	0
骚	1585	1585	0
骛	19	19	0
骜	3	3	0
骝	1	1	0
骞	0	0	0
骟	1	1	0
骠	0	0	0
骡	97	97	0
骢	0	0	0
骣	0	0	0
骤	191	191	0
骥	5	5	0
骦	0	0	0
骧	0	0	0
骨	5311	5222	89
骰	121	121	0
骱	0	0	0
骶	9	9	0
骷	196	196	0
骸	299	299	0
骺	0	0	0
骼	118	118	0
髀	0	0	0
髁	6	6	0
髂	16	16	0
髃	0	0	0
髅	196	196	0
髋	40	40	0
髌	4	4	0
髎	0	0	0
髑	1	1	0
髓	313	313	0
高	40044	39607	437
髡	0	0	0
髢	0	0	0
髦	296	296	0
髫	0	0	0
髭	4	4	0
髯	4	4	0
髹	0	0	0
髻	11	11	0
髽	0	0	0
鬃	19	19	0
鬈	0	0	0
鬏	0	0	0
鬒	0	0	0
鬓	50	50	0
鬘	0	0	0
鬟	0	0	0
鬣	18	18	0
鬯	0	0	0
鬲	0	0	0
鬶	0	0	0
鬷	0	0	0
鬻	0	0	0
鬼	14646	14626	20
魁	183	163	20
魂	4389	4389	0
魃	0	0	0
魄	176	176	0
魅	1234	1234	0
魆	0	0	0
魇	71	71	0
魈	0	0	0
魉	0	0	0
魋	0	0	0
魍	0	0	0
魏	135	121	14
魑	0	0	0
魔	7645	7645	0
鱼	7224	7154	70
鱽	0	0	0
鱾	0	0	0
鱿	350	350	0
鲀	3	0	3
鲁	6048	5388	660
鲂	0	0	0
鲃	0	0	0
鲅	0	0	0
鲆	1	1	0
鲇	4	4	0
鲈	33	33	0
鲉	0	0	0
鲊	0	0	0
鲋	0	0	0
鲌	0	0	0
鲍	3123	2336	787
鲎	0	0	0
鲏	0	0	0
鲐	0	0	0
鲑	148	148	0
鲒	0	0	0
鲔	11	11	0
鲕	0	0	0
鲖	0	0	0
鲗	0	0	0
鲘	0	0	0
鲙	1	0	1
鲚	0	0	0
鲛	11	8	3
鲜	2863	2838	25
鲝	0	0	0
鲞	0	0	0
鲟	27	27	0
鲠	3	2	1
鲡	6	6	0
鲢	0	0	0
鲣	9	9	0
鲤	51	51	0
鲥	3	3	0
鲦	0	0	0
鲧	0	0	0
鲨	875	837	38
鲩	0	0	0
鲪	0	0	0
鲫	2	2	0
鲬	0	0	0
鲭	19	19	0
鲮	2	2	0
鲯	2	0	2
鲰	0	0	0
鲱	31	31	0
鲲	1	1	0
鲳	1	1	0
鲴	0	0	0
鲵	0	0	0
鲷	9	9	0
鲸	386	362	24
鲹	1	0	1
鲺	0	0	0
鲻	13	13	0
鲼	0	0	0
鲽	2	1	1
鲾	0	0	0
鲿	0	0	0
鳀	6	0	6
鳁	0	0	0
鳂	0	0	0
鳃	10	10	0
鳄	373	373	0
鳅	9	9	0
鳇	1	1	0
鳈	0	0	0
鳉	0	0	0
鳊	0	0	0
鳌	4	4	0
鳍	73	64	9
鳎	5	5	0
鳏	47	47	0
鳐	4	4	0
鳑	0	0	0
鳒	0	0	0
鳓	0	0	0
鳔	0	0	0
鳕	42	41	1
鳖	22	22	0
鳗	62	62	0
鳘	0	0	0
鳙	0	0	0
鳚	0	0	0
鳛	0	0	0
鳜	0	0	0
鳝	5	5	0
鳞	62	62	0
鳟	62	60	2
鳠	0	0	0
鳡	0	0	0
鳢	3	3	0
鳣	0	0	0
鳤	0	0	0
鸟	3411	3404	7
鸠	27	27	0
鸡	6321	6267	54
鸢	14	14	0
鸣	551	548	3
鸤	0	0	0
鸥	107	107	0
鸦	431	431	0
鸧	0	0	0
鸨	17	17	0
鸩	2	2	0
鸪	5	5	0
鸫	7	7	0
鸬	8	8	0
鸭	750	747	3
鸮	0	0	0
鸯	49	49	0
鸰	0	0	0
鸱	0	0	0
鸲	0	0	0
鸳	49	49	0
鸵	52	50	2
鸶	1	1	0
鸷	0	0	0
鸸	4	4	0
鸹	0	0	0
鸺	0	0	0
鸻	2	0	2
鸼	0	0	0
鸽	567	567	0
鸾	5	5	0
鸿	50	50	0
鹀	0	0	0
鹁	0	0	0
鹂	1	1	0
鹃	22	22	0
鹄	1	1	0
鹅	712	710	2
鹆	0	0	0
鹇	0	0	0
鹈	23	22	1
鹉	131	131	0
鹊	32	32	0
鹋	3	3	0
鹌	71	71	0
鹍	0	0	0
鹎	0	0	0
鹏	15	15	0
鹐	0	0	0
鹑	71	71	0
鹒	0	0	0
鹔	0	0	0
鹕	20	19	1
鹖	0	0	0
鹗	0	0	0
鹘	0	0	0
鹙	0	0	0
鹚	8	8	0
鹛	0	0	0
鹜	6	6	0
鹝	0	0	0
鹞	5	5	0
鹟	0	0	0
鹠	0	0	0
鹡	0	0	0
鹢	0	0	0
鹣	0	0	0
鹤	168	157	11
鹦	132	132	0
鹧	5	5	0
鹨	0	0	0
鹩	0	0	0
鹪	0	0	0
鹫	44	44	0
鹬	9	9	0
鹭	27	27	0
鹮	0	0	0
鹯	0	0	0
鹰	1150	1116	34
鹱	0	0	0
鹲	0	0	0
鹳	17	17	0
鹴	0	0	0
鹾	3	3	0
鹿	814	810	4
麀	0	0	0
麂	7	7	0
麇	0	0	0
麈	0	0	0
麋	48	48	0
麑	0	0	0
麒	25	25	0
麓	5	5	0
麖	0	0	0
麝	37	37	0
麟	27	27	0
麦	7500	6442	1058
麸	44	44	0
麹	1	0	1
麻	11963	11957	6
麽	1	0	1
麾	23	23	0
黄	3695	3640	55
黇	0	0	0
黉	0	0	0
黍	9	9	0
黎	2068	2010	58
黏	201	198	3
黑	13220	13186	34
黔	18	18	0
默	3743	3195	548
黛	1071	781	290
黜	6	6	0
黝	31	31	0
黟	0	0	0
黠	8	8	0
黡	0	0	0
黢	4	4	0
黥	0	0	0
黧	1	1	0
黩	1	1	0
黪	0	0	0
黯	74	74	0
黹	0	0	0
黻	0	0	0
黼	0	0	0
黾	0	0	0
鼋	0	0	0
鼍	0	0	0
鼎	169	168	1
鼐	0	0	0
鼒	0	0	0
鼓	2726	2684	42
鼗	0	0	0
鼙	0	0	0
鼠	2619	2598	21
鼢	0	0	0
鼩	0	0	0
鼫	0	0	0
鼬	89	89	0
鼯	1	1	0
鼱	0	0	0
鼷	0	0	0
鼹	82	82	0
鼻	2373	2369	4
鼽	0	0	0
鼾	100	100	0
齁	0	0	0
齇	0	0	0
齉	0	0	0
齐	1672	1322	350
齑	1	1	0
齿	1577	1572	5
龀	0	0	0
龁	0	0	0
龂	0	0	0
龃	4	4	0
龄	1594	1594	0
龅	15	15	0
龆	0	0	0
龇	7	7	0
龈	32	32	0
龉	4	4	0
龊	95	95	0
龋	6	6	0
龌	96	96	0
龙	3800	3701	99
龚	1	1	0
龛	12	11	1
龟	592	442	150
龠	1	0	1
龢	0	0	0
鿍	0	0	0
鿎	0	0	0
鿏	0	0	0
𠅤	0	0	0
𠙶	0	0	0
𠳐	0	0	0
𡎚	0	0	0
𡐓	0	0	0
𣗋	0	0	0
𣲗	0	0	0
𣲘	0	0	0
𣸣	0	0	0
𤧛	0	0	0
𤩽	0	0	0
𤫉	0	0	0
𥔲	0	0	0
𥕢	0	0	0
𥖨	0	0	0
𥻗	0	0	0
𦈡	0	0	0
𦒍	0	0	0
𦙶	0	0	0
𦝼	0	0	0
𦭜	0	0	0
𦰡	0	0	0
𧿹	0	0	0
𨐈	0	0	0
𨙸	0	0	0
𨚕	0	0	0
𨟠	0	0	0
𨭉	0	0	0
𨱇	0	0	0
𨱏	0	0	0
𨱑	0	0	0
𨱔	0	0	0
𨺙	0	0	0
𩽾	0	0	0
𩾃	0	0	0
𩾌	0	0	0
𪟝	0	0	0
𪣻	0	0	0
𪤗	0	0	0
𪨰	0	0	0
𪨶	0	0	0
𪩘	0	0	0
𪾢	0	0	0
𫄧	0	0	0
𫄨	0	0	0
𫄷	0	0	0
𫄸	0	0	0
𫇭	0	0	0
𫌀	0	0	0
𫍣	0	0	0
𫍯	0	0	0
𫍲	0	0	0
𫍽	0	0	0
𫐄	0	0	0
𫐐	0	0	0
𫐓	0	0	0
𫑡	0	0	0
𫓧	0	0	0
𫓯	0	0	0
𫓶	0	0	0
𫓹	0	0	0
𫔍	0	0	0
𫔎	0	0	0
𫔶	0	0	0
𫖮	0	0	0
𫖯	0	0	0
𫖳	0	0	0
𫗧	0	0	0
𫗴	0	0	0
𫘜	0	0	0
𫘝	0	0	0
𫘦	0	0	0
𫘧	0	0	0
𫘨	0	0	0
𫘪	0	0	0
𫘬	0	0	0
𫚕	0	0	0
𫚖	0	0	0
𫚭	0	0	0
𫛭	0	0	0
𫞩	0	0	0
𫟅	0	0	0
𫟦	0	0	0
𫟹	0	0	0
𫟼	0	0	0
𫠆	0	0	0
𫠊	0	0	0
𫠜	0	0	0
𫢸	0	0	0
𫫇	0	0	0
𫭟	0	0	0
𫭢	0	0	0
𫭼	0	0	0
𫮃	0	0	0
𫰛	0	0	0
𫵷	0	0	0
𫶇	0	0	0
𫷷	0	0	0
𫸩	0	0	0
𬀩	0	0	0
𬀪	0	0	0
𬂩	0	0	0
𬃊	0	0	0
𬇕	0	0	0
𬇙	0	0	0
𬇹	0	0	0
𬉼	0	0	0
𬊈	0	0	0
𬊤	0	0	0
𬌗	0	0	0
𬍛	0	0	0
𬍡	0	0	0
𬍤	0	0	0
𬒈	0	0	0
𬒔	0	0	0
𬒗	0	0	0
𬕂	0	0	0
𬘓	0	0	0
𬘘	0	0	0
𬘡	0	0	0
𬘩	0	0	0
𬘫	0	0	0
𬘬	0	0	0
𬘭	0	0	0
𬘯	0	0	0
𬙂	0	0	0
𬙊	0	0	0
𬙋	0	0	0
𬜬	0	0	0
𬜯	0	0	0
𬞟	0	0	0
𬟁	0	0	0
𬟽	0	0	0
𬣙	0	0	0
𬣞	0	0	0
𬣡	0	0	0
𬣳	0	0	0
𬤇	0	0	0
𬤊	0	0	0
𬤝	0	0	0
𬨂	0	0	0
𬨎	0	0	0
𬩽	0	0	0
𬪩	0	0	0
𬬩	0	0	0
𬬭	0	0	0
𬬮	0	0	0
𬬱	0	0	0
𬬸	0	0	0
𬬹	0	0	0
𬬻	0	0	0
𬬿	0	0	0
𬭁	0	0	0
𬭊	0	0	0
𬭎	0	0	0
𬭚	0	0	0
𬭛	0	0	0
𬭤	0	0	0
𬭩	0	0	0
𬭬	0	0	0
𬭯	0	0	0
𬭳	0	0	0
𬭶	0	0	0
𬭸	0	0	0
𬭼	0	0	0
𬮱	0	0	0
𬮿	0	0	0
𬯀	0	0	0
𬯎	0	0	0
𬱖	0	0	0
𬱟	0	0	0
𬳵	0	0	0
𬳶	0	0	0
𬳽	0	0	0
𬳿	0	0	0
𬴂	0	0	0
𬴃	0	0	0
𬴊	0	0	0
𬶋	0	0	0
𬶍	0	0	0
𬶏	0	0	0
𬶐	0	0	0
𬶟	0	0	0
𬶠	0	0	0
𬶨	0	0	0
𬶭	0	0	0
𬶮	0	0	0
𬷕	0	0	0
𬸘	0	0	0
𬸚	0	0	0
𬸣	0	0	0
𬸦	0	0	0
𬸪	0	0	0
𬹼	0	0	0
𬺈	0	0	0
𬺓	0	0	0
